macId,testRunId,result,testExecutionId,failureReason,startTime,endTime,testCaseId,ftplink
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* No keyword with name 'Volte Call MO' found. <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_c..,1620646089380,1620646089540,TC_Live_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* No keyword with name 'Volte Call MT' found. <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_c..,1620646093170,1620646093330,TC_Live_Stability_002,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* No keyword with name 'Volte Call MT' found. <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_c..,1620646096380,1620646096540,TC_Live_Stability_002,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Execution terminated by signal <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/..,1620647545340,1620647567810,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Execution terminated by signal <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/..,1620647668330,1620647691430,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620647782410,1620647866380,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620647860730,1620647941110,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* IndexError: list index out of range <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configura..,1620647944440,1620647950110,TC_Airtel_Stability_002,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* IndexError: list index out of range <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configura..,1620647953700,1620647950860,TC_Airtel_Stability_002,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* No keyword with name 'Volte Call MO' found. <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_c..,1620647953990,1620647954150,TC_Live_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* No keyword with name 'Volte Call MO' found. <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_c..,1620647957540,1620647957700,TC_Live_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* No keyword with name 'Volte Call MT' found. <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_c..,1620647952290,1620647952480,TC_Live_Stability_002,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* No keyword with name 'Volte Call MT' found. <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_c..,1620647955580,1620647955740,TC_Live_Stability_002,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620712176910,1620712263250,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620712489190,1620712589410,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620712818540,1620712913930,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620713178910,1620713281310,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620713438400,1620713536630,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,"Ims registration failed

Also teardown failed:
Resolving variable '${dict.robot_log_path}' failed: Variable '${dict}' not found.",1620714177100,1620714283470,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,"Ims registration failed

Also teardown failed:
Resolving variable '${dict.robot_log_path}' failed: Variable '${dict}' not found.",1620714458590,1620714536570,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/Airtel_Stability/GooglePix..,1620714772000,1620714856260,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/Airtel_Stability/GooglePix..,1620743896540,1620743975710,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/Airtel_Stability/GooglePix..,1620744313010,1620744402670,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
